nodename,timestamp,cpu_load,mem_load,power
comput2,2023-05-11 22:05:27,7.32,1.2888,318
comput2,2023-05-11 22:05:41,7.14,1.2895,336
comput2,2023-05-11 22:05:57,7.17,1.2888,330
comput2,2023-05-11 22:06:16,7.37,1.2897,330
comput2,2023-05-11 22:06:33,7.16,1.2892,330
comput2,2023-05-11 22:06:54,7.21,1.2888,336
comput2,2023-05-11 22:07:14,7.14,1.2889,336
comput2,2023-05-11 22:07:30,7.16,1.2897,348
comput2,2023-05-11 22:07:46,7.16,1.2885,330
comput2,2023-05-11 22:08:02,7.17,1.2886,324
comput2,2023-05-11 22:08:17,7.16,1.2889,342
comput2,2023-05-11 22:08:40,7.17,1.2886,318
comput2,2023-05-11 22:08:57,7.17,1.288,330
comput2,2023-05-11 22:09:11,7.16,1.2884,330
comput2,2023-05-11 22:09:26,7.16,1.28,324
comput2,2023-05-11 22:09:44,7.17,1.2877,312
comput2,2023-05-11 22:10:01,7.14,1.2884,324
comput2,2023-05-11 22:10:18,7.73,1.2898,336
comput2,2023-05-11 22:10:41,7.21,1.2896,324
comput2,2023-05-11 22:10:59,7.23,1.2899,330
comput2,2023-05-11 22:11:16,7.91,1.2923,306
comput2,2023-05-11 22:11:31,7.16,1.2899,318
comput2,2023-05-11 22:11:53,7.17,1.2896,336
comput2,2023-05-11 22:12:11,7.25,1.2889,318
comput2,2023-05-11 22:12:27,7.32,1.2888,336
comput2,2023-05-11 22:12:48,7.16,1.2887,324
comput2,2023-05-11 22:13:02,7.16,1.2882,324
comput2,2023-05-11 22:13:16,7.17,1.288,336
comput2,2023-05-11 22:13:33,7.17,1.2888,330
comput2,2023-05-11 22:13:57,7.19,1.2884,312
comput2,2023-05-11 22:14:14,7.16,1.2883,330
comput2,2023-05-11 22:14:31,7.17,1.2893,318
comput2,2023-05-11 22:14:54,7.17,1.288,324
comput2,2023-05-11 22:15:09,7.23,1.2879,318
comput2,2023-05-11 22:15:26,7.17,1.287,306
comput2,2023-05-11 22:15:42,7.17,1.2878,330
comput2,2023-05-11 22:15:59,7.24,1.2872,336
comput2,2023-05-11 22:16:16,7.14,1.2874,324
comput2,2023-05-11 22:16:32,7.14,1.2885,330
comput2,2023-05-11 22:16:54,7.16,1.2879,336
comput2,2023-05-11 22:17:12,7.16,1.2898,330
comput2,2023-05-11 22:17:29,7.16,1.2894,330
comput2,2023-05-11 22:17:53,7.17,1.2884,336
comput2,2023-05-11 22:18:11,7.17,1.288,336
comput2,2023-05-11 22:18:30,7.17,1.2892,324
comput2,2023-05-11 22:18:50,7.21,1.288,324
comput2,2023-05-11 22:19:12,7.16,1.2884,342
comput2,2023-05-11 22:19:28,7.3,1.2879,330
comput2,2023-05-11 22:19:45,7.16,1.2883,330
comput2,2023-05-11 22:20:00,7.19,1.288,330
comput2,2023-05-11 22:20:19,7.79,1.2913,336
comput2,2023-05-11 22:20:38,7.17,1.2903,342
comput2,2023-05-11 22:20:57,7.17,1.2909,306
comput2,2023-05-11 22:21:14,7.17,1.2901,348
comput2,2023-05-11 22:21:37,7.19,1.29,348
comput2,2023-05-11 22:21:56,7.16,1.29,330
comput2,2023-05-11 22:22:14,7.17,1.2902,342
comput2,2023-05-11 22:22:33,7.16,1.2908,324
comput2,2023-05-11 22:22:54,7.17,1.2903,336
comput2,2023-05-11 22:23:15,7.78,1.2909,312
comput2,2023-05-11 22:23:33,7.14,1.2901,336
comput2,2023-05-11 22:24:02,7.17,1.29,342
comput2,2023-05-11 22:24:18,7.14,1.2903,324
comput2,2023-05-11 22:24:35,7.25,1.29,312
comput2,2023-05-11 22:24:58,7.17,1.2889,354
comput2,2023-05-11 22:25:14,7.16,1.289,318
comput2,2023-05-11 22:25:28,7.33,1.2901,342
comput2,2023-05-11 22:25:49,7.17,1.2892,324
comput2,2023-05-11 22:26:07,7.28,1.2893,330
comput2,2023-05-11 22:26:28,7.3,1.2893,324
comput2,2023-05-11 22:26:53,7.17,1.289,324
comput2,2023-05-11 22:27:11,7.17,1.291,318
comput2,2023-05-11 22:27:27,7.17,1.291,318
comput2,2023-05-11 22:27:46,7.17,1.29,324
comput2,2023-05-11 22:28:03,7.16,1.2908,330
comput2,2023-05-11 22:28:20,7.16,1.2901,312
comput2,2023-05-11 22:28:38,7.17,1.2908,354
comput2,2023-05-11 22:29:11,7.19,1.2904,318
comput2,2023-05-11 22:29:28,7.28,1.2906,318
comput2,2023-05-11 22:29:44,7.14,1.2896,312
comput2,2023-05-11 22:30:00,7.23,1.29,342
comput2,2023-05-11 22:30:16,7.16,1.29,336
comput2,2023-05-11 22:30:34,7.8,1.2922,330
comput2,2023-05-11 22:30:56,7.59,1.2907,330
comput2,2023-05-11 22:31:12,7.17,1.29,342
comput2,2023-05-11 22:31:27,7.19,1.2895,348
comput2,2023-05-11 22:31:45,7.17,1.2889,342
comput2,2023-05-11 22:32:05,7.16,1.2915,324
comput2,2023-05-11 22:32:22,7.16,1.2907,324
comput2,2023-05-11 22:32:36,7.21,1.2913,342
comput2,2023-05-11 22:32:58,7.17,1.2907,318
comput2,2023-05-11 22:33:16,7.19,1.2903,336
comput2,2023-05-11 22:33:42,7.17,1.2901,336
comput2,2023-05-11 22:34:03,7.17,1.2906,330
comput2,2023-05-11 22:34:25,7.14,1.2906,330
comput2,2023-05-11 22:34:43,7.17,1.29,336
comput2,2023-05-11 22:34:59,7.23,1.2905,336
comput2,2023-05-11 22:35:16,7.82,1.2925,330
comput2,2023-05-11 22:35:36,7.17,1.2915,330
comput2,2023-05-11 22:35:57,7.19,1.2905,330
comput2,2023-05-11 22:36:22,7.16,1.29,324
comput2,2023-05-11 22:36:38,7.17,1.2914,336
comput2,2023-05-11 22:36:56,7.16,1.2909,336
comput2,2023-05-11 22:37:16,7.19,1.2912,330
comput2,2023-05-11 22:37:33,7.17,1.291,330
comput2,2023-05-11 22:37:55,7.23,1.2902,342
comput2,2023-05-11 22:38:13,7.17,1.2901,336
comput2,2023-05-11 22:38:30,7.17,1.2906,318
comput2,2023-05-11 22:38:47,7.17,1.2894,330
comput2,2023-05-11 22:39:01,7.19,1.2895,330
comput2,2023-05-11 22:39:19,7.21,1.2888,318
comput2,2023-05-11 22:39:39,7.19,1.2906,324
comput2,2023-05-11 22:39:58,7.16,1.29,330
comput2,2023-05-11 22:40:10,7.17,1.2903,330
comput2,2023-05-11 22:40:26,7.16,1.291,312
comput2,2023-05-11 22:40:40,7.17,1.2904,330
comput2,2023-05-11 22:40:56,7.16,1.2896,330
comput2,2023-05-11 22:41:17,7.17,1.2906,336
comput2,2023-05-11 22:41:32,7.21,1.2906,342
comput2,2023-05-11 22:41:56,7.17,1.2907,324
comput2,2023-05-11 22:42:14,7.17,1.291,318
comput2,2023-05-11 22:42:29,7.32,1.29,330
comput2,2023-05-11 22:42:43,7.14,1.2901,324
comput2,2023-05-11 22:42:59,7.23,1.2905,318
comput2,2023-05-11 22:43:26,7.16,1.29,348
comput2,2023-05-11 22:43:42,7.17,1.29,336
comput2,2023-05-11 22:43:59,7.23,1.2907,324
comput2,2023-05-11 22:44:13,7.16,1.2903,318
comput2,2023-05-11 22:44:27,7.19,1.2909,318
comput2,2023-05-11 22:44:42,7.17,1.29,318
comput2,2023-05-11 22:44:58,7.16,1.2899,342
comput2,2023-05-11 22:45:16,7.16,1.2895,336
comput2,2023-05-11 22:45:34,8.53,1.2912,324
comput2,2023-05-11 22:45:55,7.23,1.28,336
comput2,2023-05-11 22:46:13,7.16,1.2892,330
comput2,2023-05-11 22:46:33,7.16,1.2895,318
comput2,2023-05-11 22:46:57,7.82,1.292,342
comput2,2023-05-11 22:47:13,7.17,1.2887,330
comput2,2023-05-11 22:47:31,7.17,1.2883,324
comput2,2023-05-11 22:47:56,7.28,1.2873,330
comput2,2023-05-11 22:48:13,7.16,1.2877,342
comput2,2023-05-11 22:48:33,7.19,1.2874,330
comput2,2023-05-11 22:48:59,7.25,1.2874,342
comput2,2023-05-11 22:49:16,7.17,1.2874,342
comput2,2023-05-11 22:49:36,11.73,1.2875,324
comput2,2023-05-11 22:49:57,7.16,1.2872,336
comput2,2023-05-11 22:50:14,7.17,1.2869,324
comput2,2023-05-11 22:50:36,7.17,1.2878,318
comput2,2023-05-11 22:50:58,7.16,1.2886,324
comput2,2023-05-11 22:51:14,7.16,1.2881,336
comput2,2023-05-11 22:51:29,7.16,1.2873,312
comput2,2023-05-11 22:51:42,7.16,1.2876,342
comput2,2023-05-11 22:51:59,7.86,1.2893,324
comput2,2023-05-11 22:52:18,7.19,1.2894,336
comput2,2023-05-11 22:52:35,8.44,1.2893,342
comput2,2023-05-11 22:52:58,7.21,1.288,336
comput2,2023-05-11 22:53:20,7.23,1.2888,336
comput2,2023-05-11 22:53:35,7.21,1.2885,324
comput2,2023-05-11 22:53:58,7.17,1.2877,336
comput2,2023-05-11 22:54:14,7.19,1.2876,336
comput2,2023-05-11 22:54:29,7.28,1.2875,324
comput2,2023-05-11 22:54:55,7.25,1.2875,342
comput2,2023-05-11 22:55:10,7.16,1.2872,336
comput2,2023-05-11 22:55:25,7.16,1.2893,324
comput2,2023-05-11 22:55:47,7.19,1.2879,318
comput2,2023-05-11 22:56:06,7.17,1.288,330
comput2,2023-05-11 22:56:22,7.16,1.2877,324
comput2,2023-05-11 22:56:38,7.16,1.2876,324
comput2,2023-05-11 22:57:01,7.41,1.2871,336
comput2,2023-05-11 22:57:15,7.43,1.28,312
comput2,2023-05-11 22:57:29,7.26,1.2884,312
comput2,2023-05-11 22:57:44,7.16,1.2876,330
comput2,2023-05-11 22:58:00,7.18,1.2883,336
comput2,2023-05-11 22:58:24,7.16,1.287,336
comput2,2023-05-11 22:58:39,7.26,1.2869,324
comput2,2023-05-11 22:58:56,7.19,1.2864,312
comput2,2023-05-11 22:59:15,7.16,1.286,300
comput2,2023-05-11 22:59:33,7.16,1.2861,324
comput2,2023-05-11 22:59:56,7.59,1.2877,336
comput2,2023-05-11 23:00:14,7.19,1.2871,324
comput2,2023-05-11 23:00:31,7.14,1.2884,342
comput2,2023-05-11 23:00:59,7.33,1.2879,330
comput2,2023-05-11 23:01:13,7.14,1.2874,336
comput2,2023-05-11 23:01:27,7.17,1.2876,324
comput2,2023-05-11 23:01:42,7.16,1.2872,336
comput2,2023-05-11 23:01:57,7.17,1.2872,324
comput2,2023-05-11 23:02:13,7.14,1.2876,318
comput2,2023-05-11 23:02:30,7.33,1.2877,342
comput2,2023-05-11 23:02:54,7.17,1.2871,342
comput2,2023-05-11 23:03:16,7.19,1.2873,336
comput2,2023-05-11 23:03:35,8.3,1.2875,330
comput2,2023-05-11 23:04:00,7.16,1.2875,336
comput2,2023-05-11 23:04:16,7.61,1.2882,330
comput2,2023-05-11 23:04:34,7.16,1.2874,342
comput2,2023-05-11 23:04:57,7.19,1.2883,306
comput2,2023-05-11 23:05:13,7.17,1.2881,324
comput2,2023-05-11 23:05:28,7.17,1.2891,330
comput2,2023-05-11 23:05:42,7.17,1.2886,318
comput2,2023-05-11 23:05:58,7.17,1.2882,330
comput2,2023-05-11 23:06:17,7.19,1.2881,330
comput2,2023-05-11 23:06:36,7.14,1.288,312
comput2,2023-05-11 23:06:56,7.17,1.288,324
comput2,2023-05-11 23:07:13,7.16,1.2887,318
comput2,2023-05-11 23:07:31,7.28,1.288,324
comput2,2023-05-11 23:07:52,7.16,1.2877,330
comput2,2023-05-11 23:08:08,7.17,1.2882,318
comput2,2023-05-11 23:08:33,7.14,1.2876,318
comput2,2023-05-11 23:08:58,7.17,1.288,330
comput2,2023-05-11 23:09:13,7.16,1.2879,312
comput2,2023-05-11 23:09:28,7.85,1.2881,312
comput2,2023-05-11 23:09:42,7.25,1.2875,336
comput2,2023-05-11 23:09:57,7.17,1.2876,312
comput2,2023-05-11 23:10:11,7.17,1.287,336
comput2,2023-05-11 23:10:25,7.17,1.2865,330
comput2,2023-05-11 23:10:42,7.14,1.288,336
comput2,2023-05-11 23:11:01,7.16,1.2882,342
comput2,2023-05-11 23:11:17,7.19,1.288,324
comput2,2023-05-11 23:11:34,8.28,1.2907,324
comput2,2023-05-11 23:11:58,7.14,1.2879,318
comput2,2023-05-11 23:12:13,7.17,1.2875,342
comput2,2023-05-11 23:12:32,7.17,1.288,318
comput2,2023-05-11 23:12:57,7.16,1.2874,324
comput2,2023-05-11 23:13:12,7.16,1.2873,330
comput2,2023-05-11 23:13:27,7.19,1.28,324
comput2,2023-05-11 23:13:43,7.14,1.287,336
comput2,2023-05-11 23:13:57,7.17,1.2874,312
comput2,2023-05-11 23:14:14,7.17,1.2872,336
comput2,2023-05-11 23:14:34,7.64,1.289,330
comput2,2023-05-11 23:15:00,7.41,1.2876,324
comput2,2023-05-11 23:15:16,7.37,1.2881,336
comput2,2023-05-11 23:15:30,7.98,1.2896,336
comput2,2023-05-11 23:15:45,7.19,1.289,330
comput2,2023-05-11 23:16:00,7.18,1.288,342
comput2,2023-05-11 23:16:13,7.17,1.2875,342
comput2,2023-05-11 23:16:28,7.17,1.288,318
comput2,2023-05-11 23:16:42,7.24,1.287,348
comput2,2023-05-11 23:16:56,7.16,1.2874,324
comput2,2023-05-11 23:17:12,7.16,1.2882,324
comput2,2023-05-11 23:17:29,7.19,1.2875,324
comput2,2023-05-11 23:17:51,7.16,1.28,318
comput2,2023-05-11 23:18:06,7.21,1.287,324
comput2,2023-05-11 23:18:30,7.28,1.2878,342
comput2,2023-05-11 23:18:55,7.28,1.287,342
comput2,2023-05-11 23:19:13,7.3,1.2875,336
comput2,2023-05-11 23:19:28,7.19,1.288,324
comput2,2023-05-11 23:19:42,7.17,1.2873,336
comput2,2023-05-11 23:19:58,7.17,1.2869,336
comput2,2023-05-11 23:20:13,7.16,1.287,318
comput2,2023-05-11 23:20:32,7.17,1.2885,324
comput2,2023-05-11 23:20:56,7.17,1.2877,324
comput2,2023-05-11 23:21:09,7.23,1.2878,324
comput2,2023-05-11 23:21:32,7.19,1.2871,342
comput2,2023-05-11 23:21:54,7.17,1.2872,336
comput2,2023-05-11 23:22:12,7.17,1.288,330
comput2,2023-05-11 23:22:31,7.33,1.28,336
comput2,2023-05-11 23:22:48,7.19,1.2872,330
comput2,2023-05-11 23:23:03,7.14,1.2879,324
comput2,2023-05-11 23:23:20,7.25,1.2873,354
comput2,2023-05-11 23:23:41,7.21,1.287,348
comput2,2023-05-11 23:23:57,7.19,1.287,312
comput2,2023-05-11 23:24:13,7.16,1.2875,342
comput2,2023-05-11 23:24:26,7.16,1.2869,336
comput2,2023-05-11 23:24:40,7.19,1.2878,312
comput2,2023-05-11 23:24:58,7.17,1.289,324
comput2,2023-05-11 23:25:18,7.75,1.291,330
comput2,2023-05-11 23:25:35,8.37,1.2918,330
comput2,2023-05-11 23:25:57,7.24,1.289,312
comput2,2023-05-11 23:26:15,7.18,1.2888,318
comput2,2023-05-11 23:26:30,7.16,1.288,342
comput2,2023-05-11 23:26:46,7.16,1.28,336
comput2,2023-05-11 23:27:01,7.44,1.2884,324
comput2,2023-05-11 23:27:20,7.19,1.2875,324
comput2,2023-05-11 23:27:39,7.19,1.289,324
comput2,2023-05-11 23:27:57,7.25,1.2892,324
comput2,2023-05-11 23:28:12,7.16,1.289,348
comput2,2023-05-11 23:28:26,7.16,1.2888,330
comput2,2023-05-11 23:28:41,7.17,1.2883,336
comput2,2023-05-11 23:28:55,7.17,1.287,330
comput2,2023-05-11 23:29:08,7.16,1.287,330
comput2,2023-05-11 23:29:23,7.14,1.2882,318
comput2,2023-05-11 23:29:37,7.17,1.2885,336
comput2,2023-05-11 23:29:59,7.2,1.2874,318
comput2,2023-05-11 23:30:15,7.59,1.2891,342
comput2,2023-05-11 23:30:31,7.76,1.2906,336
comput2,2023-05-11 23:30:55,7.17,1.2881,330
comput2,2023-05-11 23:31:20,7.19,1.2889,324
comput2,2023-05-11 23:31:40,7.16,1.2889,336
comput2,2023-05-11 23:31:59,7.23,1.2878,312
comput2,2023-05-11 23:32:13,7.16,1.2874,312
comput2,2023-05-11 23:32:29,7.16,1.2866,324
comput2,2023-05-11 23:32:45,7.21,1.2868,330
comput2,2023-05-11 23:32:59,7.23,1.2866,336
comput2,2023-05-11 23:33:13,7.14,1.2865,336
comput2,2023-05-11 23:33:33,7.19,1.2858,324
comput2,2023-05-11 23:33:55,7.34,1.2874,318
comput2,2023-05-11 23:34:09,7.19,1.2881,324
comput2,2023-05-11 23:34:24,7.16,1.2876,342
comput2,2023-05-11 23:34:42,7.16,1.2882,330
comput2,2023-05-11 23:35:01,7.43,1.2886,318
comput2,2023-05-11 23:35:22,7.17,1.2877,336
comput2,2023-05-11 23:35:40,7.17,1.2876,336
comput2,2023-05-11 23:36:01,7.17,1.2873,336
comput2,2023-05-11 23:36:21,7.17,1.287,336
comput2,2023-05-11 23:36:40,7.14,1.2873,336
comput2,2023-05-11 23:36:58,7.78,1.2915,324
comput2,2023-05-11 23:37:13,7.16,1.2889,336
comput2,2023-05-11 23:37:26,7.19,1.2878,330
comput2,2023-05-11 23:37:41,7.17,1.2879,330
comput2,2023-05-11 23:37:59,7.24,1.2874,336
comput2,2023-05-11 23:38:22,7.16,1.2885,330
comput2,2023-05-11 23:38:36,7.17,1.288,336
comput2,2023-05-11 23:38:57,7.17,1.2882,324
comput2,2023-05-11 23:39:14,7.17,1.2882,330
comput2,2023-05-11 23:39:31,7.14,1.2876,336
comput2,2023-05-11 23:39:53,7.17,1.2877,330
comput2,2023-05-11 23:40:13,7.16,1.2878,342
comput2,2023-05-11 23:40:28,7.21,1.2869,312
comput2,2023-05-11 23:40:44,8.0,1.2899,330
comput2,2023-05-11 23:40:59,7.19,1.2878,318
comput2,2023-05-11 23:41:21,7.16,1.2878,324
comput2,2023-05-11 23:41:40,7.17,1.2884,342
comput2,2023-05-11 23:41:58,7.89,1.2915,324
comput2,2023-05-11 23:42:14,7.16,1.2898,324
comput2,2023-05-11 23:42:30,7.16,1.2899,318
comput2,2023-05-11 23:42:55,7.16,1.2894,324
comput2,2023-05-11 23:43:09,7.17,1.2886,318
comput2,2023-05-11 23:43:25,7.17,1.288,324
comput2,2023-05-11 23:43:54,7.16,1.2874,330
comput2,2023-05-11 23:44:12,7.16,1.2874,324
comput2,2023-05-11 23:44:32,7.17,1.2871,324
comput2,2023-05-11 23:44:58,7.16,1.2877,348
comput2,2023-05-11 23:45:16,7.28,1.2885,336
comput2,2023-05-11 23:45:31,7.28,1.2876,342
comput2,2023-05-11 23:45:47,7.19,1.2873,342
comput2,2023-05-11 23:46:00,7.42,1.2881,318
comput2,2023-05-11 23:46:14,7.16,1.2875,312
comput2,2023-05-11 23:46:32,7.17,1.288,324
comput2,2023-05-11 23:47:00,7.36,1.2893,336
comput2,2023-05-11 23:47:20,7.16,1.2884,330
comput2,2023-05-11 23:47:37,7.19,1.2888,312
comput2,2023-05-11 23:47:55,7.17,1.2881,318
comput2,2023-05-11 23:48:14,7.16,1.2881,336
comput2,2023-05-11 23:48:32,7.19,1.2874,342
comput2,2023-05-11 23:48:52,7.17,1.2876,336
comput2,2023-05-11 23:49:12,7.21,1.2887,354
comput2,2023-05-11 23:49:29,7.16,1.2888,324
comput2,2023-05-11 23:49:44,8.16,1.2894,330
comput2,2023-05-11 23:49:59,7.28,1.2886,342
comput2,2023-05-11 23:50:30,7.16,1.289,324
comput2,2023-05-11 23:50:56,7.17,1.288,342
comput2,2023-05-11 23:51:12,7.17,1.2882,318
comput2,2023-05-11 23:51:29,7.19,1.2877,312
comput2,2023-05-11 23:51:51,7.16,1.2878,330
comput2,2023-05-11 23:52:08,7.16,1.289,330
comput2,2023-05-11 23:52:26,7.14,1.2885,330
comput2,2023-05-11 23:52:42,7.17,1.2883,330
comput2,2023-05-11 23:53:00,7.78,1.2899,330
comput2,2023-05-11 23:53:15,7.76,1.2901,312
comput2,2023-05-11 23:53:30,7.17,1.28,324
comput2,2023-05-11 23:53:56,7.21,1.2892,342
comput2,2023-05-11 23:54:16,7.33,1.2894,336
comput2,2023-05-11 23:54:32,7.17,1.28,324
comput2,2023-05-11 23:54:58,7.17,1.2884,318
comput2,2023-05-11 23:55:14,7.16,1.2887,324
comput2,2023-05-11 23:55:30,7.16,1.2904,318
comput2,2023-05-11 23:55:56,8.23,1.2904,318
comput2,2023-05-11 23:56:14,7.19,1.289,330
comput2,2023-05-11 23:56:30,7.16,1.2897,336
comput2,2023-05-11 23:56:56,7.17,1.2891,318
comput2,2023-05-11 23:57:14,7.16,1.2891,330
comput2,2023-05-11 23:57:37,7.17,1.289,330
comput2,2023-05-11 23:57:56,7.19,1.2884,336
comput2,2023-05-11 23:58:12,7.16,1.2884,330
comput2,2023-05-11 23:58:31,7.18,1.2887,324
comput2,2023-05-11 23:58:52,7.23,1.2872,324
comput2,2023-05-11 23:59:12,7.16,1.287,324
comput2,2023-05-11 23:59:29,7.19,1.288,348
comput2,2023-05-11 23:59:45,7.17,1.2874,342
comput2,2023-05-12 00:00:00,7.21,1.2868,348
comput2,2023-05-12 00:00:16,8.41,1.2914,324
comput2,2023-05-12 00:00:33,7.3,1.2893,348
comput2,2023-05-12 00:00:57,7.16,1.2888,336
comput2,2023-05-12 00:01:12,7.16,1.2886,330
comput2,2023-05-12 00:01:26,7.16,1.2878,336
comput2,2023-05-12 00:01:41,7.18,1.288,336
comput2,2023-05-12 00:01:56,7.39,1.2889,330
comput2,2023-05-12 00:02:16,8.21,1.2908,342
comput2,2023-05-12 00:02:33,7.14,1.2887,324
comput2,2023-05-12 00:02:54,7.16,1.288,318
comput2,2023-05-12 00:03:18,7.16,1.2878,318
comput2,2023-05-12 00:03:32,7.19,1.2871,336
comput2,2023-05-12 00:03:54,7.16,1.2868,324
comput2,2023-05-12 00:04:12,7.14,1.287,342
comput2,2023-05-12 00:04:29,7.16,1.2865,330
comput2,2023-05-12 00:04:47,7.19,1.2865,342
comput2,2023-05-12 00:05:04,7.16,1.2878,324
comput2,2023-05-12 00:05:23,7.14,1.2869,330
comput2,2023-05-12 00:05:40,7.16,1.287,324
comput2,2023-05-12 00:05:59,7.24,1.2866,330
comput2,2023-05-12 00:06:16,7.86,1.2894,354
comput2,2023-05-12 00:06:33,7.16,1.2876,342
comput2,2023-05-12 00:06:55,7.23,1.289,324
comput2,2023-05-12 00:07:12,7.17,1.2885,336
comput2,2023-05-12 00:07:29,7.17,1.2876,336
comput2,2023-05-12 00:07:47,7.19,1.2877,342
comput2,2023-05-12 00:08:09,7.16,1.2875,336
comput2,2023-05-12 00:08:31,7.16,1.288,324
comput2,2023-05-12 00:08:54,7.14,1.287,336
comput2,2023-05-12 00:09:13,7.17,1.2887,330
comput2,2023-05-12 00:09:29,7.14,1.2877,318
comput2,2023-05-12 00:09:45,7.17,1.2876,336
comput2,2023-05-12 00:10:00,7.18,1.2872,336
comput2,2023-05-12 00:10:17,7.78,1.2898,342
comput2,2023-05-12 00:10:38,7.16,1.289,324
comput2,2023-05-12 00:11:00,7.41,1.2895,342
comput2,2023-05-12 00:11:20,7.26,1.2889,312
comput2,2023-05-12 00:11:44,7.21,1.288,324
comput2,2023-05-12 00:12:00,7.46,1.2886,324
comput2,2023-05-12 00:12:16,7.17,1.2884,324
comput2,2023-05-12 00:12:34,8.44,1.2903,324
comput2,2023-05-12 00:12:56,7.23,1.2888,336
comput2,2023-05-12 00:13:16,7.21,1.2892,330
comput2,2023-05-12 00:13:34,7.3,1.289,330
comput2,2023-05-12 00:13:57,7.19,1.2889,336
comput2,2023-05-12 00:14:14,7.19,1.2886,336
comput2,2023-05-12 00:14:31,7.16,1.288,342
comput2,2023-05-12 00:14:51,7.17,1.2872,324
comput2,2023-05-12 00:15:16,7.25,1.2875,324
comput2,2023-05-12 00:15:34,7.21,1.2873,312
comput2,2023-05-12 00:15:58,7.17,1.286,324
comput2,2023-05-12 00:16:20,7.19,1.2869,330
comput2,2023-05-12 00:16:39,7.21,1.2874,330
comput2,2023-05-12 00:16:59,7.8,1.2907,318
comput2,2023-05-12 00:17:13,7.17,1.2889,336
comput2,2023-05-12 00:17:28,7.17,1.2882,324
comput2,2023-05-12 00:17:42,7.17,1.2883,318
comput2,2023-05-12 00:17:57,7.21,1.288,342
comput2,2023-05-12 00:18:15,8.21,1.2917,324
comput2,2023-05-12 00:18:33,7.17,1.2884,330
comput2,2023-05-12 00:18:58,7.16,1.29,324
comput2,2023-05-12 00:19:15,7.32,1.2907,318
comput2,2023-05-12 00:19:31,7.16,1.2902,330
comput2,2023-05-12 00:19:56,7.17,1.2885,336
comput2,2023-05-12 00:20:13,7.17,1.2888,318
comput2,2023-05-12 00:20:36,7.21,1.2914,318
comput2,2023-05-12 00:20:56,7.17,1.2898,342
comput2,2023-05-12 00:21:16,7.3,1.291,342
comput2,2023-05-12 00:21:33,7.17,1.2896,318
comput2,2023-05-12 00:22:00,7.19,1.2906,318
comput2,2023-05-12 00:22:16,8.05,1.2922,318
comput2,2023-05-12 00:22:31,7.14,1.2911,324
comput2,2023-05-12 00:22:57,7.19,1.2913,342
comput2,2023-05-12 00:23:13,7.17,1.2907,348
comput2,2023-05-12 00:23:29,7.17,1.2909,330
comput2,2023-05-12 00:23:43,7.17,1.2905,336
comput2,2023-05-12 00:23:59,7.23,1.2901,336
comput2,2023-05-12 00:24:16,7.73,1.2919,318
comput2,2023-05-12 00:24:36,7.21,1.2913,336
comput2,2023-05-12 00:24:57,7.19,1.29,324
comput2,2023-05-12 00:25:13,7.25,1.2908,324
comput2,2023-05-12 00:25:36,7.16,1.2924,324
comput2,2023-05-12 00:25:55,7.28,1.2921,336
comput2,2023-05-12 00:26:13,7.16,1.2912,324
comput2,2023-05-12 00:26:32,7.21,1.29,324
comput2,2023-05-12 00:26:53,7.17,1.29,324
comput2,2023-05-12 00:27:13,7.17,1.2898,330
comput2,2023-05-12 00:27:29,7.14,1.2889,318
comput2,2023-05-12 00:27:45,7.17,1.2894,318
comput2,2023-05-12 00:28:01,7.17,1.2891,330
comput2,2023-05-12 00:28:19,7.19,1.2905,330
comput2,2023-05-12 00:28:42,7.19,1.2901,300
comput2,2023-05-12 00:29:00,7.17,1.2899,336
comput2,2023-05-12 00:29:19,7.19,1.289,330
comput2,2023-05-12 00:29:38,7.17,1.29,330
comput2,2023-05-12 00:29:56,7.3,1.2896,318
comput2,2023-05-12 00:30:10,7.25,1.2897,330
comput2,2023-05-12 00:30:25,7.17,1.2912,342
comput2,2023-05-12 00:30:41,7.16,1.29,324
comput2,2023-05-12 00:31:00,7.39,1.291,318
comput2,2023-05-12 00:31:17,7.19,1.2903,330
comput2,2023-05-12 00:31:33,7.16,1.2907,324
comput2,2023-05-12 00:31:54,7.17,1.2903,312
comput2,2023-05-12 00:32:12,7.17,1.2903,324
comput2,2023-05-12 00:32:28,7.35,1.291,324
comput2,2023-05-12 00:32:53,7.16,1.2902,324
comput2,2023-05-12 00:33:10,7.23,1.2905,318
comput2,2023-05-12 00:33:36,7.16,1.2912,330
comput2,2023-05-12 00:33:56,7.16,1.2897,318
comput2,2023-05-12 00:34:11,7.14,1.2898,336
comput2,2023-05-12 00:34:28,7.35,1.2916,336
comput2,2023-05-12 00:34:45,7.17,1.2905,324
comput2,2023-05-12 00:35:05,7.16,1.2906,330
comput2,2023-05-12 00:35:23,7.16,1.2931,318
comput2,2023-05-12 00:35:43,7.17,1.2921,318
comput2,2023-05-12 00:36:00,7.41,1.2916,324
comput2,2023-05-12 00:36:23,7.16,1.2912,342
comput2,2023-05-12 00:36:44,7.16,1.2916,342
comput2,2023-05-12 00:37:04,7.23,1.292,336
comput2,2023-05-12 00:37:18,7.17,1.2921,342
comput2,2023-05-12 00:37:34,7.17,1.2913,318
comput2,2023-05-12 00:37:57,7.17,1.29,330
comput2,2023-05-12 00:38:11,7.19,1.2911,318
comput2,2023-05-12 00:38:29,7.16,1.29,336
