e7ec68bb4386,502.54,0.03,1678416995
e7ec68bb4386,558.89,0.03,1678416999
e7ec68bb4386,603.91,0.03,1678417003
e7ec68bb4386,737.59,0.03,1678417007
e7ec68bb4386,708.47,0.03,1678417011
e7ec68bb4386,613.27,0.03,1678417015
e7ec68bb4386,655.31,0.03,1678417019
e7ec68bb4386,661.31,0.03,1678417023
e7ec68bb4386,727.21,0.03,1678417027
e7ec68bb4386,715.72,0.03,1678417031
e7ec68bb4386,705.96,0.03,1678417035
e7ec68bb4386,742.74,0.03,1678417039
e7ec68bb4386,749.30,0.03,1678417043
e7ec68bb4386,866.82,0.03,1678417047
e7ec68bb4386,749.45,0.03,1678417051
e7ec68bb4386,682.17,0.03,1678417055
e7ec68bb4386,621.63,0.03,1678417059
e7ec68bb4386,654.36,0.03,1678417063
e7ec68bb4386,631.22,0.03,1678417068
e7ec68bb4386,738.15,0.03,1678417072
e7ec68bb4386,614.48,0.03,1678417076
e7ec68bb4386,757.56,0.03,1678417080
e7ec68bb4386,648.11,0.03,1678417084
e7ec68bb4386,681.68,0.03,1678417088
e7ec68bb4386,798.57,0.03,1678417092
e7ec68bb4386,603.94,0.03,1678417096
e7ec68bb4386,773.67,0.03,1678417100
e7ec68bb4386,756.58,0.03,1678417104
e7ec68bb4386,657.68,0.03,1678417108
e7ec68bb4386,646.06,0.03,1678417112
e7ec68bb4386,687.88,0.03,1678417116
e7ec68bb4386,713.06,0.03,1678417120
e7ec68bb4386,659.62,0.03,1678417124
e7ec68bb4386,694.47,0.03,1678417128
e7ec68bb4386,689.55,0.03,1678417132
e7ec68bb4386,717.07,0.03,1678417136
e7ec68bb4386,767.73,0.03,1678417140
e7ec68bb4386,728.00,0.03,1678417144
e7ec68bb4386,721.21,0.03,1678417148
e7ec68bb4386,808.99,0.03,1678417152
e7ec68bb4386,660.31,0.03,1678417156
e7ec68bb4386,580.41,0.03,1678417160
e7ec68bb4386,820.97,0.03,1678417164
e7ec68bb4386,645.01,0.03,1678417168
e7ec68bb4386,650.64,0.03,1678417172
e7ec68bb4386,716.68,0.03,1678417176
e7ec68bb4386,667.82,0.03,1678417180
e7ec68bb4386,836.16,0.03,1678417184
e7ec68bb4386,802.45,0.03,1678417188
e7ec68bb4386,799.90,0.03,1678417192
e7ec68bb4386,895.36,0.03,1678417196
e7ec68bb4386,724.92,0.03,1678417200
e7ec68bb4386,743.54,0.03,1678417204
e7ec68bb4386,663.41,0.03,1678417208
e7ec68bb4386,655.05,0.03,1678417212
e7ec68bb4386,665.31,0.03,1678417216
e7ec68bb4386,734.33,0.03,1678417221
e7ec68bb4386,674.54,0.03,1678417225
e7ec68bb4386,627.94,0.03,1678417229
e7ec68bb4386,661.88,0.03,1678417233
e7ec68bb4386,768.38,0.03,1678417237
e7ec68bb4386,639.11,0.03,1678417241
e7ec68bb4386,650.13,0.03,1678417245
e7ec68bb4386,696.50,0.03,1678417249
e7ec68bb4386,739.15,0.03,1678417253
e7ec68bb4386,705.65,0.03,1678417257
e7ec68bb4386,670.25,0.03,1678417261
e7ec68bb4386,646.82,0.03,1678417265
e7ec68bb4386,614.19,0.03,1678417269
e7ec68bb4386,688.54,0.03,1678417273
e7ec68bb4386,737.74,0.03,1678417277
e7ec68bb4386,753.15,0.03,1678417281
e7ec68bb4386,634.25,0.03,1678417285
e7ec68bb4386,617.50,0.03,1678417289
e7ec68bb4386,698.78,0.03,1678417293
e7ec68bb4386,640.43,0.04,1678417297
e7ec68bb4386,799.51,0.04,1678417301
e7ec68bb4386,696.45,0.04,1678417305
e7ec68bb4386,785.08,0.04,1678417309
e7ec68bb4386,697.29,0.04,1678417313
e7ec68bb4386,800.95,0.04,1678417317
e7ec68bb4386,728.76,0.04,1678417321
e7ec68bb4386,774.18,0.04,1678417325
e7ec68bb4386,712.18,0.04,1678417329
e7ec68bb4386,654.39,0.04,1678417333
e7ec68bb4386,600.39,0.04,1678417337
e7ec68bb4386,862.75,0.04,1678417341
e7ec68bb4386,657.23,0.04,1678417345
e7ec68bb4386,882.17,0.04,1678417349
e7ec68bb4386,773.60,0.04,1678417353
e7ec68bb4386,524.52,0.04,1678417357
e7ec68bb4386,552.94,0.04,1678417361
