a28c5182a1af,0.00,,1678428311
1b3e93e81818,401.70,0.03,1678428312
1b3e93e81818,503.44,0.03,1678428316
1b3e93e81818,560.64,0.03,1678428320
1b3e93e81818,445.31,0.03,1678428324
1b3e93e81818,636.77,0.03,1678428328
1b3e93e81818,582.34,0.03,1678428332
1b3e93e81818,491.25,0.03,1678428336
1b3e93e81818,532.70,0.03,1678428340
1b3e93e81818,446.92,0.03,1678428344
1b3e93e81818,410.66,0.03,1678428348
1b3e93e81818,428.28,0.03,1678428352
1b3e93e81818,488.55,0.03,1678428356
1b3e93e81818,510.14,0.03,1678428360
1b3e93e81818,483.50,0.03,1678428364
1b3e93e81818,452.66,0.03,1678428368
1b3e93e81818,561.57,0.03,1678428372
1b3e93e81818,558.46,0.03,1678428376
1b3e93e81818,539.26,0.03,1678428380
1b3e93e81818,430.95,0.03,1678428384
1b3e93e81818,531.83,0.03,1678428388
1b3e93e81818,517.40,0.03,1678428392
1b3e93e81818,496.82,0.03,1678428396
1b3e93e81818,491.64,0.03,1678428401
1b3e93e81818,499.94,0.03,1678428405
1b3e93e81818,429.80,0.03,1678428409
1b3e93e81818,433.32,0.03,1678428413
1b3e93e81818,437.34,0.03,1678428417
1b3e93e81818,508.49,0.03,1678428421
1b3e93e81818,429.17,0.03,1678428425
1b3e93e81818,492.73,0.03,1678428429
1b3e93e81818,485.24,0.03,1678428433
1b3e93e81818,490.24,0.03,1678428437
1b3e93e81818,559.91,0.03,1678428441
1b3e93e81818,588.56,0.03,1678428445
1b3e93e81818,565.51,0.03,1678428449
1b3e93e81818,476.81,0.03,1678428453
1b3e93e81818,526.08,0.03,1678428457
1b3e93e81818,555.25,0.03,1678428461
1b3e93e81818,475.83,0.03,1678428465
1b3e93e81818,600.50,0.03,1678428469
1b3e93e81818,565.66,0.03,1678428473
1b3e93e81818,635.90,0.03,1678428477
1b3e93e81818,511.82,0.03,1678428481
1b3e93e81818,493.18,0.03,1678428485
1b3e93e81818,487.88,0.03,1678428489
1b3e93e81818,362.76,0.03,1678428493
1b3e93e81818,610.74,0.03,1678428497
1b3e93e81818,501.09,0.03,1678428501
1b3e93e81818,528.87,0.03,1678428505
1b3e93e81818,524.67,0.03,1678428509
1b3e93e81818,470.18,0.03,1678428513
1b3e93e81818,498.80,0.03,1678428517
1b3e93e81818,638.28,0.03,1678428521
1b3e93e81818,444.10,0.03,1678428525
1b3e93e81818,460.05,0.03,1678428529
1b3e93e81818,501.20,0.03,1678428533
1b3e93e81818,480.16,0.03,1678428537
1b3e93e81818,464.33,0.03,1678428541
1b3e93e81818,522.33,0.03,1678428545
1b3e93e81818,557.46,0.03,1678428549
1b3e93e81818,479.02,0.03,1678428553
1b3e93e81818,627.16,0.03,1678428557
1b3e93e81818,472.26,0.03,1678428562
1b3e93e81818,439.55,0.03,1678428566
1b3e93e81818,404.51,0.03,1678428570
1b3e93e81818,536.74,0.03,1678428574
1b3e93e81818,489.66,0.03,1678428578
1b3e93e81818,456.38,0.03,1678428582
1b3e93e81818,530.38,0.03,1678428586
1b3e93e81818,469.51,0.03,1678428590
1b3e93e81818,510.51,0.03,1678428594
1b3e93e81818,487.86,0.03,1678428598
1b3e93e81818,545.78,0.03,1678428602
1b3e93e81818,518.79,0.03,1678428606
1b3e93e81818,498.35,0.03,1678428610
1b3e93e81818,531.23,0.03,1678428614
1b3e93e81818,462.97,0.03,1678428618
1b3e93e81818,448.01,0.03,1678428622
1b3e93e81818,559.89,0.03,1678428626
