9e7816438fd0,0.00,0.04,1678439270
9e7816438fd0,0.09,0.04,1678439274
9e7816438fd0,26.84,0.18,1678439278
9e7816438fd0,4921.44,0.17,1678439282
9e7816438fd0,4314.12,0.16,1678439286
9e7816438fd0,4260.62,0.16,1678439290
9e7816438fd0,4513.54,0.16,1678439294
9e7816438fd0,4551.59,0.17,1678439298
9e7816438fd0,4828.63,0.18,1678439302
9e7816438fd0,4443.87,0.17,1678439306
9e7816438fd0,4807.12,0.17,1678439310
9e7816438fd0,4325.20,0.18,1678439314
9e7816438fd0,4517.62,0.18,1678439318
9e7816438fd0,4592.77,0.17,1678439322
9e7816438fd0,4976.26,0.17,1678439326
9e7816438fd0,4567.23,0.17,1678439330
9e7816438fd0,4571.55,0.17,1678439334
9e7816438fd0,4864.27,0.17,1678439338
9e7816438fd0,4628.03,0.18,1678439342
9e7816438fd0,4602.93,0.18,1678439346
9e7816438fd0,4508.31,0.17,1678439350
9e7816438fd0,4562.01,0.17,1678439354
9e7816438fd0,4582.99,0.18,1678439358
9e7816438fd0,4571.34,0.18,1678439362
9e7816438fd0,4573.42,0.18,1678439366
9e7816438fd0,4483.53,0.18,1678439370
9e7816438fd0,4432.83,0.16,1678439374
9e7816438fd0,4701.23,0.17,1678439378
9e7816438fd0,4525.62,0.17,1678439382
9e7816438fd0,4511.89,0.18,1678439386
9e7816438fd0,4596.30,0.17,1678439390
9e7816438fd0,4576.49,0.17,1678439394
9e7816438fd0,4652.76,0.17,1678439398
9e7816438fd0,5003.06,0.18,1678439402
9e7816438fd0,4925.27,0.18,1678439406
9e7816438fd0,4678.39,0.18,1678439410
9e7816438fd0,4484.29,0.18,1678439414
9e7816438fd0,4532.96,0.18,1678439419
9e7816438fd0,4766.61,0.17,1678439423
9e7816438fd0,4777.82,0.18,1678439427
9e7816438fd0,4588.89,0.18,1678439431
9e7816438fd0,4558.16,0.19,1678439435
9e7816438fd0,4852.63,0.19,1678439439
9e7816438fd0,4683.12,0.19,1678439443
9e7816438fd0,4371.95,0.19,1678439447
9e7816438fd0,4535.27,0.19,1678439451
9e7816438fd0,4618.70,0.19,1678439455
9e7816438fd0,4565.11,0.19,1678439459
9e7816438fd0,4586.40,0.19,1678439463
9e7816438fd0,4587.49,0.19,1678439467
9e7816438fd0,4571.31,0.19,1678439471
9e7816438fd0,4594.78,0.18,1678439475
9e7816438fd0,4604.83,0.19,1678439479
9e7816438fd0,4691.28,0.19,1678439483
9e7816438fd0,4796.21,0.19,1678439487
9e7816438fd0,4686.23,0.19,1678439491
9e7816438fd0,4647.24,0.20,1678439495
9e7816438fd0,4182.86,0.20,1678439499
9e7816438fd0,4598.83,0.20,1678439503
9e7816438fd0,4602.36,0.19,1678439507
9e7816438fd0,4721.56,0.20,1678439511
9e7816438fd0,4600.91,0.20,1678439515
9e7816438fd0,4499.49,0.20,1678439519
9e7816438fd0,4565.30,0.20,1678439523
9e7816438fd0,4634.50,0.19,1678439527
9e7816438fd0,4629.79,0.20,1678439531
9e7816438fd0,4528.20,0.19,1678439535
9e7816438fd0,4653.33,0.21,1678439539
9e7816438fd0,4624.43,0.20,1678439543
9e7816438fd0,4638.62,0.20,1678439547
9e7816438fd0,4653.55,0.19,1678439551
9e7816438fd0,4529.70,0.21,1678439555
9e7816438fd0,4694.41,0.21,1678439559
9e7816438fd0,4633.22,0.21,1678439563
9e7816438fd0,4651.65,0.20,1678439567
9e7816438fd0,4313.50,0.22,1678439571
9e7816438fd0,4596.14,0.21,1678439575
9e7816438fd0,4631.92,0.21,1678439579
9e7816438fd0,4622.14,0.20,1678439583
9e7816438fd0,0.00,0.04,1678439587
